76011	151350
76011	362
76011	73
76011	83
76011	93
76011	103
76011	113
76011	123
76011	133
76041	151380
76041	362
76041	353
76041	363
76041	373
76041	383
76041	393
76041	403
76041	413
76041	333
76041	343
76051	151380
76051	151390
76051	151400
76051	151410
76051	151420
76051	362
76051	423
76051	433
76051	443
76051	453
76051	463
76051	473
76051	483
76051	493
76101	151500
76101	151510
76101	151520
76101	151530
76101	362
76101	683
76101	693
76101	703
76101	663
76101	673
76121	151560
76121	151570
76121	362
76121	43
76121	393
76121	783
76121	793
76121	803
76131	151580
76131	362
76131	843
76131	853
76131	863
76131	873
76131	883
76131	603
76131	633
76131	813
76131	823
76131	833
76211	151780
76211	151790
76211	362
76211	713
76211	383
76211	1103
76211	1113
76211	1123
76211	1133
76301	152000
76301	152010
76301	362
76301	43
76301	1303
76301	1313
76301	1323
76301	1333
76301	1343
76311	152020
76311	362
76311	1353
76311	1363
76311	383
76321	152040
76321	152050
76321	128910
76321	152060
76321	152070
76321	128310
76321	152030
76321	362
76321	1373
76321	1383
76321	563
76331	152080
76331	152090
76331	152100
76331	362
76331	353
76331	1393
76331	1403
76331	1413
76331	1423
76331	1433
76331	1443
76371	44690
76371	362
76371	13
76371	353
76371	1513
76371	1523
76371	193
76371	1533
76371	1543
76371	1553
76371	1563
76371	823
76381	152120
76381	152170
76381	152180
76381	362
76381	373
76381	1223
76381	1573
76381	1583
76381	1593
76381	1603
76381	1613
76381	1623
76521	152480
76521	152490
76521	362
76521	1893
76521	193
76521	1903
76521	1913
76521	1923
76521	123
76531	152500
76531	362
76531	533
76531	713
76531	1933
76531	1943
76531	1953
76531	1963
76531	1973
76551	152530
76551	152540
76551	362
76551	513
76551	13
76551	2013
76551	2023
76551	2033
76551	2043
76581	45610
76581	152570
76581	362
76581	353
76581	2123
76581	2133
76581	2143
76581	2153
76581	2163
76581	2173
76581	2183
76581	1483
76601	45610
76601	152570
76601	362
76601	173
76601	193
76601	1903
76601	2153
76601	2163
76601	1343
76631	152660
76631	362
76631	2263
76631	2273
76631	1483
76641	152670
76641	362
76641	513
76641	353
76641	23
76641	43
76641	2283
76641	2293
76641	2303
76681	152720
76681	362
76681	353
76681	2393
76681	2413
76681	43
76681	393
76681	403
76681	1343
76691	152130
76691	152730
76691	152740
76691	152750
76691	152760
76691	362
76691	13
76691	353
76691	43
76691	2453
76691	2463
76691	2473
76691	2483
76691	2493
76691	2503
76691	613
76691	1123
76691	633
76701	152780
76701	152790
76701	152800
76701	152720
76701	152770
76701	362
76701	193
76701	2413
76701	2513
76701	2523
76701	1343
76731	152830
76731	152840
76731	152850
76731	152730
76731	152750
76731	362
76731	353
76731	2593
76731	2603
76731	2613
76731	2623
76731	2563
76731	2573
76731	2583
76781	152910
76781	362
76781	2763
76781	13
76781	2773
76781	2093
76781	403
76781	1743
76781	453
76781	533
76781	553
76781	2653
76781	1563
76781	2663
76781	2673
76781	2683
76781	2693
76781	2703
76781	633
76781	2713
76781	2723
76781	2733
76781	2743
76781	2753
76811	152900
76811	153000
76811	362
76811	2783
76811	43
76811	2793
76811	553
76811	2803
76811	2813
76811	2823
76811	2833
76811	453
76811	633
76831	153040
76831	153050
76831	362
76831	1263
76831	2843
76831	2853
76831	2863
76831	2873
76831	2883
76831	1483
76901	153230
76901	153240
76901	362
76901	43
76901	383
76901	2963
76901	2973
76901	2983
76901	123
76941	26910
76941	153270
76941	153280
76941	153290
76941	153300
76941	153310
76941	362
76941	3103
76941	3113
76941	3123
76941	1213
76941	43
76941	3133
76941	3143
76941	3093
76971	153340
76971	362
76971	3263
76971	3273
76971	3283
76971	43
76971	713
76971	613
76971	453
76971	123
76971	1483
77041	153440
77041	153480
77041	153490
77041	153500
77041	362
77041	3493
77041	23
77041	3503
77041	3513
77041	43
77041	2333
77101	153630
77101	153640
77101	362
77101	3673
77101	353
77101	3683
77101	193
77101	2143
77101	633
77101	3623
77101	3633
77101	813
77101	3643
77101	3653
77101	3663
77111	153650
77111	153660
77111	153670
77111	362
77111	353
77111	3693
77111	3703
77111	3713
77111	3723
77181	153810
77181	153820
77181	362
77181	3833
77181	3843
77181	3853
77181	3863
77181	3873
77181	3533
77181	3883
77181	1083
77181	1113
77181	453
77181	123
77181	813
77181	193
77201	153840
77201	153850
77201	362
